SenderID,ReceiverID,SenderDepartment,ReceiverDepartment,SenderLevel,ReceiverLevel,Channel,Timestamp,InteractionWeight
E0108,E0036,Operations,R&D,Junior,Junior,Meeting,2024-03-15 21:00:00,1
E0196,E0091,IT,Operations,Junior,Junior,Meeting,2024-04-03 22:00:00,4
E0117,E0190,Finance,Operations,Junior,Junior,Email,2024-03-28 21:00:00,3
E0093,E0089,Sales,Sales,Junior,Junior,Chat,2024-03-23 21:00:00,2
E0096,E0069,Sales,R&D,Junior,Junior,Chat,2024-03-10 17:00:00,5
E0039,E0148,R&D,Marketing,Junior,Junior,Meeting,2024-03-04 00:00:00,4
E0006,E0011,Finance,Operations,Director,Manager,Meeting,2024-04-24 15:00:00,3
E0181,E0167,HR,Finance,Junior,Junior,Email,2024-03-05 15:00:00,2
E0076,E0082,Operations,Sales,Junior,Junior,Chat,2024-03-18 01:00:00,4
E0028,E0058,Operations,Sales,Junior,Junior,Meeting,2024-04-11 12:00:00,2
E0130,E0074,Sales,Marketing,Junior,Junior,Email,2024-03-06 14:00:00,7
E0004,E0007,Operations,Finance,Director,Director,Email,2024-04-24 15:00:00,5
E0143,E0036,Sales,R&D,Junior,Junior,Email,2024-04-01 23:00:00,1
E0026,E0054,Finance,Sales,Junior,Junior,Email,2024-03-26 13:00:00,2
E0005,E0022,Sales,Marketing,Director,Manager,Email,2024-04-22 02:00:00,7
E0185,E0194,Operations,IT,Junior,Junior,Meeting,2024-04-10 09:00:00,5
E0113,E0163,Sales,R&D,Junior,Junior,Meeting,2024-03-14 20:00:00,5
E0072,E0027,R&D,Operations,Junior,Junior,Chat,2024-03-24 01:00:00,2
E0084,E0175,R&D,Marketing,Junior,Junior,Chat,2024-03-22 17:00:00,2
E0017,E0174,HR,IT,Manager,Junior,Chat,2024-04-15 21:00:00,1
E0028,E0026,Operations,Finance,Junior,Junior,Chat,2024-03-08 03:00:00,3
E0058,E0095,Sales,Sales,Junior,Junior,Email,2024-03-01 10:00:00,2
E0029,E0154,Operations,IT,Junior,Junior,Meeting,2024-04-21 09:00:00,3
E0177,E0168,Marketing,R&D,Junior,Junior,Chat,2024-04-14 03:00:00,4
E0075,E0068,Finance,Sales,Junior,Junior,Email,2024-04-01 04:00:00,3
E0045,E0079,Sales,Operations,Junior,Junior,Meeting,2024-04-16 13:00:00,6
E0165,E0154,Finance,IT,Junior,Junior,Meeting,2024-03-13 06:00:00,2
E0180,E0030,R&D,Marketing,Junior,Junior,Chat,2024-03-14 14:00:00,4
E0155,E0007,Sales,Finance,Junior,Director,Email,2024-04-15 10:00:00,3
E0062,E0169,IT,Operations,Junior,Junior,Chat,2024-03-03 20:00:00,1
E0161,E0089,R&D,Sales,Junior,Junior,Meeting,2024-03-08 14:00:00,6
E0149,E0046,Sales,Finance,Junior,Junior,Meeting,2024-04-02 04:00:00,5
E0184,E0162,HR,HR,Junior,Junior,Email,2024-04-03 23:00:00,0
E0138,E0073,IT,Sales,Junior,Junior,Chat,2024-04-23 18:00:00,6
E0099,E0109,Sales,Finance,Junior,Junior,Meeting,2024-04-19 05:00:00,1
E0074,E0077,Marketing,HR,Junior,Junior,Email,2024-04-16 04:00:00,0
E0063,E0172,Marketing,HR,Junior,Junior,Meeting,2024-04-08 19:00:00,4
E0071,E0092,Marketing,R&D,Junior,Junior,Meeting,2024-04-26 12:00:00,4
E0032,E0005,Finance,Sales,Junior,Director,Meeting,2024-04-28 22:00:00,1
E0044,E0012,Sales,Operations,Junior,Manager,Chat,2024-03-26 10:00:00,3
E0147,E0108,Marketing,Operations,Junior,Junior,Chat,2024-04-21 04:00:00,3
E0178,E0133,Sales,Marketing,Junior,Junior,Meeting,2024-04-14 23:00:00,2
E0177,E0123,Marketing,HR,Junior,Junior,Meeting,2024-04-05 10:00:00,3
E0080,E0172,Finance,HR,Junior,Junior,Meeting,2024-04-10 06:00:00,2
E0133,E0190,Marketing,Operations,Junior,Junior,Meeting,2024-04-15 09:00:00,2
E0191,E0157,Sales,Finance,Junior,Junior,Meeting,2024-03-09 22:00:00,2
E0066,E0200,HR,Sales,Junior,Junior,Email,2024-04-02 17:00:00,2
E0145,E0046,Finance,Finance,Junior,Junior,Chat,2024-04-15 03:00:00,6
E0077,E0133,HR,Marketing,Junior,Junior,Meeting,2024-03-31 18:00:00,5
E0111,E0059,IT,R&D,Junior,Junior,Meeting,2024-04-15 13:00:00,2
E0100,E0048,Operations,R&D,Junior,Junior,Meeting,2024-03-19 13:00:00,3
E0004,E0020,Operations,Finance,Director,Manager,Email,2024-03-02 12:00:00,3
E0039,E0122,R&D,R&D,Junior,Junior,Meeting,2024-03-04 06:00:00,2
E0110,E0114,Finance,Operations,Junior,Junior,Email,2024-03-19 21:00:00,2
E0069,E0100,R&D,Operations,Junior,Junior,Email,2024-04-14 09:00:00,2
E0133,E0144,Marketing,Finance,Junior,Junior,Meeting,2024-03-03 11:00:00,4
E0065,E0104,IT,Marketing,Junior,Junior,Email,2024-04-09 21:00:00,5
E0021,E0044,Finance,Sales,Manager,Junior,Meeting,2024-04-11 17:00:00,6
E0169,E0047,Operations,Finance,Junior,Junior,Meeting,2024-04-20 22:00:00,4
E0134,E0104,Operations,Marketing,Junior,Junior,Meeting,2024-03-04 12:00:00,2
E0195,E0016,Finance,IT,Junior,Manager,Meeting,2024-03-21 17:00:00,4
E0105,E0132,Operations,Finance,Junior,Junior,Meeting,2024-03-17 06:00:00,2
E0078,E0169,HR,Operations,Junior,Junior,Chat,2024-04-23 07:00:00,2
E0015,E0153,Marketing,Marketing,Manager,Junior,Meeting,2024-04-04 23:00:00,2
E0025,E0137,Marketing,Operations,Junior,Junior,Meeting,2024-03-13 09:00:00,3
E0156,E0019,Finance,HR,Junior,Manager,Meeting,2024-03-05 05:00:00,3
E0060,E0092,HR,R&D,Junior,Junior,Meeting,2024-04-02 03:00:00,3
E0132,E0195,Finance,Finance,Junior,Junior,Chat,2024-03-18 17:00:00,3
E0133,E0190,Marketing,Operations,Junior,Junior,Email,2024-04-07 08:00:00,0
E0174,E0164,IT,HR,Junior,Junior,Chat,2024-04-15 04:00:00,3
E0058,E0022,Sales,Marketing,Junior,Manager,Chat,2024-04-08 01:00:00,0
E0157,E0048,Finance,R&D,Junior,Junior,Meeting,2024-04-09 21:00:00,2
E0057,E0107,Marketing,Marketing,Junior,Junior,Meeting,2024-04-05 11:00:00,4
E0200,E0035,Sales,Sales,Junior,Junior,Meeting,2024-03-21 16:00:00,1
E0018,E0010,HR,HR,Manager,Manager,Meeting,2024-03-05 16:00:00,1
E0099,E0122,Sales,R&D,Junior,Junior,Meeting,2024-04-04 12:00:00,2
E0151,E0040,Marketing,R&D,Junior,Junior,Email,2024-04-26 06:00:00,1
E0009,E0056,Operations,Sales,Manager,Junior,Chat,2024-03-19 06:00:00,2
E0025,E0112,Marketing,IT,Junior,Junior,Meeting,2024-04-03 15:00:00,3
E0017,E0177,HR,Marketing,Manager,Junior,Email,2024-03-08 21:00:00,3
E0193,E0072,Sales,R&D,Junior,Junior,Email,2024-04-27 20:00:00,5
E0061,E0043,Operations,IT,Junior,Junior,Meeting,2024-03-16 01:00:00,2
E0161,E0051,R&D,HR,Junior,Junior,Chat,2024-03-25 03:00:00,4
E0160,E0134,HR,Operations,Junior,Junior,Meeting,2024-04-16 09:00:00,3
E0086,E0097,R&D,Finance,Junior,Junior,Meeting,2024-04-22 11:00:00,4
E0041,E0083,Finance,HR,Junior,Junior,Meeting,2024-03-29 15:00:00,4
E0132,E0096,Finance,Sales,Junior,Junior,Meeting,2024-03-13 10:00:00,4
E0139,E0153,IT,Marketing,Junior,Junior,Email,2024-03-11 17:00:00,2
E0119,E0077,Sales,HR,Junior,Junior,Meeting,2024-03-05 06:00:00,0
E0155,E0187,Sales,R&D,Junior,Junior,Email,2024-04-25 21:00:00,4
E0020,E0012,Finance,Operations,Manager,Manager,Email,2024-04-04 22:00:00,2
E0105,E0103,Operations,HR,Junior,Junior,Meeting,2024-04-19 13:00:00,4
E0001,E0002,Operations,HR,C-Suite,VP,Meeting,2024-04-13 04:00:00,2
E0040,E0088,R&D,IT,Junior,Junior,Meeting,2024-03-22 01:00:00,1
E0035,E0084,Sales,R&D,Junior,Junior,Email,2024-03-12 08:00:00,2
E0150,E0186,Operations,Marketing,Junior,Junior,Meeting,2024-04-22 07:00:00,3
E0079,E0059,Operations,R&D,Junior,Junior,Chat,2024-03-25 14:00:00,2
E0019,E0188,HR,Sales,Manager,Junior,Chat,2024-03-02 12:00:00,3
E0138,E0139,IT,IT,Junior,Junior,Meeting,2024-03-01 20:00:00,1
E0017,E0059,HR,R&D,Manager,Junior,Meeting,2024-04-07 01:00:00,8
E0090,E0161,IT,R&D,Junior,Junior,Email,2024-03-23 16:00:00,3
E0137,E0072,Operations,R&D,Junior,Junior,Meeting,2024-03-20 19:00:00,3
E0102,E0062,Operations,IT,Junior,Junior,Chat,2024-03-25 12:00:00,3
E0074,E0048,Marketing,R&D,Junior,Junior,Email,2024-03-31 05:00:00,2
E0150,E0058,Operations,Sales,Junior,Junior,Email,2024-04-17 12:00:00,7
E0040,E0099,R&D,Sales,Junior,Junior,Meeting,2024-03-19 20:00:00,2
E0091,E0138,Operations,IT,Junior,Junior,Meeting,2024-04-26 23:00:00,5
E0179,E0044,Marketing,Sales,Junior,Junior,Email,2024-04-05 17:00:00,2
E0026,E0089,Finance,Sales,Junior,Junior,Email,2024-03-01 18:00:00,4
E0017,E0008,HR,Finance,Manager,Manager,Chat,2024-03-14 23:00:00,3
E0187,E0087,R&D,HR,Junior,Junior,Meeting,2024-03-23 06:00:00,2
E0026,E0057,Finance,Marketing,Junior,Junior,Meeting,2024-04-24 16:00:00,2
E0177,E0157,Marketing,Finance,Junior,Junior,Email,2024-03-15 19:00:00,2
E0086,E0074,R&D,Marketing,Junior,Junior,Email,2024-03-08 05:00:00,4
E0080,E0188,Finance,Sales,Junior,Junior,Meeting,2024-04-24 01:00:00,2
E0116,E0006,Marketing,Finance,Junior,Director,Meeting,2024-03-30 20:00:00,2
E0032,E0101,Finance,Operations,Junior,Junior,Chat,2024-04-12 02:00:00,4
E0135,E0146,Sales,Operations,Junior,Junior,Email,2024-04-16 18:00:00,7
E0010,E0018,HR,HR,Manager,Manager,Chat,2024-03-09 21:00:00,3
E0117,E0109,Finance,Finance,Junior,Junior,Email,2024-03-19 19:00:00,2
E0082,E0147,Sales,Marketing,Junior,Junior,Email,2024-03-21 15:00:00,0
E0192,E0064,HR,HR,Junior,Junior,Meeting,2024-04-12 09:00:00,3
E0133,E0025,Marketing,Marketing,Junior,Junior,Email,2024-04-06 18:00:00,4
E0090,E0076,IT,Operations,Junior,Junior,Chat,2024-03-28 05:00:00,2
E0140,E0103,Operations,HR,Junior,Junior,Email,2024-04-20 07:00:00,3
E0052,E0037,IT,R&D,Junior,Junior,Meeting,2024-03-28 08:00:00,3
E0047,E0140,Finance,Operations,Junior,Junior,Email,2024-04-13 23:00:00,3
E0071,E0057,Marketing,Marketing,Junior,Junior,Chat,2024-03-30 14:00:00,4
E0040,E0085,R&D,Finance,Junior,Junior,Chat,2024-04-01 17:00:00,1
E0075,E0090,Finance,IT,Junior,Junior,Meeting,2024-04-08 02:00:00,7
E0178,E0089,Sales,Sales,Junior,Junior,Email,2024-04-27 17:00:00,1
E0178,E0066,Sales,HR,Junior,Junior,Meeting,2024-04-26 20:00:00,1
E0076,E0112,Operations,IT,Junior,Junior,Email,2024-04-27 00:00:00,2
E0172,E0076,HR,Operations,Junior,Junior,Meeting,2024-03-02 18:00:00,2
E0127,E0154,R&D,IT,Junior,Junior,Meeting,2024-03-14 01:00:00,1
E0077,E0099,HR,Sales,Junior,Junior,Meeting,2024-04-27 17:00:00,2
E0185,E0043,Operations,IT,Junior,Junior,Email,2024-03-24 12:00:00,1
E0042,E0168,Operations,R&D,Junior,Junior,Meeting,2024-04-16 09:00:00,5
E0057,E0125,Marketing,R&D,Junior,Junior,Meeting,2024-04-02 02:00:00,3
E0036,E0141,R&D,IT,Junior,Junior,Meeting,2024-03-01 21:00:00,2
E0080,E0086,Finance,R&D,Junior,Junior,Meeting,2024-04-13 05:00:00,5
E0156,E0028,Finance,Operations,Junior,Junior,Email,2024-03-29 05:00:00,3
E0045,E0003,Sales,HR,Junior,VP,Meeting,2024-04-12 04:00:00,6
E0154,E0155,IT,Sales,Junior,Junior,Chat,2024-03-23 01:00:00,0
E0059,E0139,R&D,IT,Junior,Junior,Chat,2024-03-15 02:00:00,4
E0108,E0152,Operations,IT,Junior,Junior,Email,2024-03-03 21:00:00,6
E0110,E0051,Finance,HR,Junior,Junior,Chat,2024-03-25 15:00:00,6
E0174,E0013,IT,Marketing,Junior,Manager,Email,2024-03-03 20:00:00,3
E0188,E0093,Sales,Sales,Junior,Junior,Meeting,2024-04-03 20:00:00,4
E0117,E0067,Finance,Marketing,Junior,Junior,Meeting,2024-03-17 18:00:00,3
E0151,E0090,Marketing,IT,Junior,Junior,Email,2024-03-25 20:00:00,3
E0126,E0086,HR,R&D,Junior,Junior,Meeting,2024-04-11 02:00:00,0
E0158,E0156,Marketing,Finance,Junior,Junior,Chat,2024-04-28 07:00:00,3
E0120,E0192,R&D,HR,Junior,Junior,Chat,2024-04-22 11:00:00,4
E0060,E0124,HR,Finance,Junior,Junior,Chat,2024-04-26 19:00:00,2
E0086,E0193,R&D,Sales,Junior,Junior,Email,2024-03-29 05:00:00,3
E0189,E0016,R&D,IT,Junior,Manager,Meeting,2024-04-11 08:00:00,5
E0187,E0145,R&D,Finance,Junior,Junior,Email,2024-03-11 11:00:00,3
E0074,E0006,Marketing,Finance,Junior,Director,Email,2024-04-12 07:00:00,1
E0029,E0193,Operations,Sales,Junior,Junior,Chat,2024-04-16 03:00:00,3
E0074,E0069,Marketing,R&D,Junior,Junior,Chat,2024-03-31 06:00:00,3
E0126,E0079,HR,Operations,Junior,Junior,Meeting,2024-04-23 13:00:00,2
E0108,E0012,Operations,Operations,Junior,Manager,Email,2024-03-09 18:00:00,2
E0164,E0021,HR,Finance,Junior,Manager,Email,2024-04-10 16:00:00,2
E0093,E0070,Sales,Operations,Junior,Junior,Meeting,2024-03-10 01:00:00,2
E0119,E0178,Sales,Sales,Junior,Junior,Email,2024-04-03 12:00:00,2
E0186,E0117,Marketing,Finance,Junior,Junior,Meeting,2024-04-10 00:00:00,1
E0047,E0194,Finance,IT,Junior,Junior,Meeting,2024-04-12 09:00:00,3
E0029,E0032,Operations,Finance,Junior,Junior,Email,2024-03-29 19:00:00,2
E0044,E0093,Sales,Sales,Junior,Junior,Chat,2024-03-11 07:00:00,3
E0185,E0057,Operations,Marketing,Junior,Junior,Meeting,2024-03-10 18:00:00,1
E0137,E0039,Operations,R&D,Junior,Junior,Email,2024-04-09 21:00:00,4
E0051,E0030,HR,Marketing,Junior,Junior,Email,2024-04-16 21:00:00,5
E0012,E0020,Operations,Finance,Manager,Manager,Meeting,2024-04-07 02:00:00,2
E0191,E0018,Sales,HR,Junior,Manager,Chat,2024-03-09 03:00:00,4
E0138,E0161,IT,R&D,Junior,Junior,Meeting,2024-04-25 16:00:00,2
E0101,E0071,Operations,Marketing,Junior,Junior,Email,2024-04-08 03:00:00,4
E0172,E0110,HR,Finance,Junior,Junior,Meeting,2024-04-08 01:00:00,2
E0038,E0049,HR,Sales,Junior,Junior,Meeting,2024-04-02 03:00:00,2
E0020,E0014,Finance,HR,Manager,Manager,Meeting,2024-04-04 00:00:00,5
E0122,E0042,R&D,Operations,Junior,Junior,Meeting,2024-04-11 13:00:00,1
E0056,E0121,Sales,R&D,Junior,Junior,Chat,2024-04-25 01:00:00,2
E0169,E0073,Operations,Sales,Junior,Junior,Chat,2024-03-15 15:00:00,2
E0102,E0194,Operations,IT,Junior,Junior,Chat,2024-03-23 18:00:00,4
E0012,E0038,Operations,HR,Manager,Junior,Chat,2024-03-09 08:00:00,5
E0045,E0186,Sales,Marketing,Junior,Junior,Email,2024-04-28 02:00:00,8
E0019,E0021,HR,Finance,Manager,Manager,Chat,2024-03-17 06:00:00,2
E0127,E0052,R&D,IT,Junior,Junior,Meeting,2024-04-20 00:00:00,4
E0001,E0002,Operations,HR,C-Suite,VP,Meeting,2024-03-01 12:00:00,2
E0027,E0045,Operations,Sales,Junior,Junior,Meeting,2024-04-21 10:00:00,2
E0132,E0078,Finance,HR,Junior,Junior,Email,2024-03-10 13:00:00,0
E0101,E0069,Operations,R&D,Junior,Junior,Chat,2024-03-17 17:00:00,3
E0188,E0076,Sales,Operations,Junior,Junior,Chat,2024-04-09 08:00:00,2
E0087,E0107,HR,Marketing,Junior,Junior,Chat,2024-04-18 06:00:00,2
E0025,E0143,Marketing,Sales,Junior,Junior,Meeting,2024-03-31 05:00:00,2
E0170,E0033,IT,IT,Junior,Junior,Meeting,2024-03-31 08:00:00,2
E0119,E0057,Sales,Marketing,Junior,Junior,Meeting,2024-03-23 22:00:00,6
E0182,E0187,Operations,R&D,Junior,Junior,Email,2024-04-24 21:00:00,1
E0177,E0035,Marketing,Sales,Junior,Junior,Email,2024-03-29 22:00:00,2
E0088,E0126,IT,HR,Junior,Junior,Email,2024-03-14 16:00:00,2
E0076,E0082,Operations,Sales,Junior,Junior,Chat,2024-04-21 17:00:00,1
E0198,E0098,Operations,Operations,Junior,Junior,Meeting,2024-04-15 01:00:00,4
E0055,E0068,R&D,Sales,Junior,Junior,Meeting,2024-03-01 02:00:00,2
E0069,E0142,R&D,Finance,Junior,Junior,Chat,2024-04-29 19:00:00,3
E0149,E0099,Sales,Sales,Junior,Junior,Email,2024-03-17 07:00:00,4
E0075,E0003,Finance,HR,Junior,VP,Meeting,2024-03-03 23:00:00,0
E0178,E0034,Sales,Marketing,Junior,Junior,Chat,2024-04-09 20:00:00,1
E0052,E0130,IT,Sales,Junior,Junior,Meeting,2024-04-08 01:00:00,4
E0193,E0127,Sales,R&D,Junior,Junior,Email,2024-04-10 15:00:00,0
E0192,E0189,HR,R&D,Junior,Junior,Email,2024-04-24 21:00:00,3
E0189,E0110,R&D,Finance,Junior,Junior,Meeting,2024-03-19 06:00:00,2
E0171,E0144,Marketing,Finance,Junior,Junior,Meeting,2024-04-02 16:00:00,7
E0148,E0094,Marketing,Finance,Junior,Junior,Meeting,2024-03-11 21:00:00,2
E0149,E0186,Sales,Marketing,Junior,Junior,Email,2024-04-11 00:00:00,5
E0023,E0142,Marketing,Finance,Junior,Junior,Email,2024-03-18 12:00:00,5
E0143,E0042,Sales,Operations,Junior,Junior,Chat,2024-03-26 18:00:00,5
E0132,E0043,Finance,IT,Junior,Junior,Email,2024-04-17 22:00:00,4
E0169,E0148,Operations,Marketing,Junior,Junior,Email,2024-04-05 09:00:00,1
E0008,E0152,Finance,IT,Manager,Junior,Meeting,2024-03-23 11:00:00,1
E0174,E0027,IT,Operations,Junior,Junior,Chat,2024-03-15 19:00:00,3
E0151,E0140,Marketing,Operations,Junior,Junior,Chat,2024-04-29 12:00:00,4
E0155,E0076,Sales,Operations,Junior,Junior,Chat,2024-03-12 13:00:00,2
E0064,E0042,HR,Operations,Junior,Junior,Meeting,2024-03-05 16:00:00,3
E0078,E0108,HR,Operations,Junior,Junior,Email,2024-04-21 16:00:00,4
E0002,E0005,HR,Sales,VP,Director,Meeting,2024-03-29 12:00:00,6
E0145,E0099,Finance,Sales,Junior,Junior,Email,2024-04-18 10:00:00,3
E0138,E0194,IT,IT,Junior,Junior,Chat,2024-04-13 14:00:00,6
E0020,E0030,Finance,Marketing,Manager,Junior,Chat,2024-03-08 08:00:00,3
E0129,E0021,IT,Finance,Junior,Manager,Meeting,2024-04-20 07:00:00,2
E0071,E0093,Marketing,Sales,Junior,Junior,Email,2024-04-21 10:00:00,1
E0107,E0095,Marketing,Sales,Junior,Junior,Chat,2024-04-03 17:00:00,3
E0022,E0017,Marketing,HR,Manager,Manager,Email,2024-03-19 02:00:00,2
E0176,E0146,IT,Operations,Junior,Junior,Meeting,2024-04-22 10:00:00,5
E0179,E0056,Marketing,Sales,Junior,Junior,Email,2024-03-31 10:00:00,2
E0165,E0127,Finance,R&D,Junior,Junior,Meeting,2024-03-18 05:00:00,3
E0038,E0196,HR,IT,Junior,Junior,Meeting,2024-04-29 06:00:00,3
E0164,E0132,HR,Finance,Junior,Junior,Email,2024-03-16 23:00:00,1
E0134,E0120,Operations,R&D,Junior,Junior,Chat,2024-03-14 07:00:00,1
E0135,E0092,Sales,R&D,Junior,Junior,Email,2024-04-23 19:00:00,2
E0046,E0008,Finance,Finance,Junior,Manager,Email,2024-03-08 02:00:00,4
E0162,E0049,HR,Sales,Junior,Junior,Meeting,2024-04-01 19:00:00,3
E0156,E0001,Finance,Operations,Junior,C-Suite,Meeting,2024-03-03 15:00:00,3
E0176,E0163,IT,R&D,Junior,Junior,Chat,2024-04-01 18:00:00,2
E0115,E0039,Operations,R&D,Junior,Junior,Chat,2024-03-12 16:00:00,2
E0015,E0009,Marketing,Operations,Manager,Manager,Meeting,2024-03-09 01:00:00,4
E0120,E0178,R&D,Sales,Junior,Junior,Chat,2024-03-31 17:00:00,5
E0165,E0185,Finance,Operations,Junior,Junior,Chat,2024-03-26 21:00:00,1
E0040,E0052,R&D,IT,Junior,Junior,Chat,2024-03-08 22:00:00,2
E0183,E0031,Operations,IT,Junior,Junior,Chat,2024-04-14 00:00:00,3
E0123,E0005,HR,Sales,Junior,Director,Email,2024-03-25 18:00:00,1
E0026,E0034,Finance,Marketing,Junior,Junior,Chat,2024-04-09 08:00:00,2
E0101,E0084,Operations,R&D,Junior,Junior,Chat,2024-03-16 08:00:00,2
E0185,E0088,Operations,IT,Junior,Junior,Meeting,2024-03-22 11:00:00,1
E0199,E0143,Operations,Sales,Junior,Junior,Chat,2024-03-14 13:00:00,3
E0038,E0148,HR,Marketing,Junior,Junior,Chat,2024-03-24 12:00:00,0
E0090,E0076,IT,Operations,Junior,Junior,Email,2024-04-06 04:00:00,5
E0079,E0166,Operations,Operations,Junior,Junior,Meeting,2024-03-15 03:00:00,3
E0016,E0196,IT,IT,Manager,Junior,Email,2024-04-05 13:00:00,2
E0085,E0056,Finance,Sales,Junior,Junior,Email,2024-03-10 23:00:00,3
E0007,E0004,Finance,Operations,Director,Director,Email,2024-03-27 15:00:00,3
E0118,E0140,Operations,Operations,Junior,Junior,Meeting,2024-04-03 17:00:00,2
E0167,E0181,Finance,HR,Junior,Junior,Chat,2024-03-20 08:00:00,4
E0034,E0088,Marketing,IT,Junior,Junior,Meeting,2024-03-04 12:00:00,0
E0080,E0192,Finance,HR,Junior,Junior,Email,2024-03-04 06:00:00,5
E0162,E0164,HR,HR,Junior,Junior,Chat,2024-04-23 20:00:00,5
E0126,E0133,HR,Marketing,Junior,Junior,Meeting,2024-03-22 08:00:00,2
E0024,E0045,HR,Sales,Junior,Junior,Meeting,2024-04-05 08:00:00,3
E0064,E0144,HR,Finance,Junior,Junior,Chat,2024-03-08 11:00:00,0
E0108,E0178,Operations,Sales,Junior,Junior,Meeting,2024-03-13 18:00:00,2
E0173,E0169,IT,Operations,Junior,Junior,Meeting,2024-04-04 05:00:00,3
E0017,E0144,HR,Finance,Manager,Junior,Chat,2024-03-21 21:00:00,2
E0179,E0099,Marketing,Sales,Junior,Junior,Meeting,2024-03-29 02:00:00,4
E0177,E0059,Marketing,R&D,Junior,Junior,Chat,2024-03-30 20:00:00,1
E0155,E0199,Sales,Operations,Junior,Junior,Email,2024-04-10 10:00:00,4
E0033,E0015,IT,Marketing,Junior,Manager,Meeting,2024-04-06 12:00:00,5
E0162,E0002,HR,HR,Junior,VP,Email,2024-03-06 05:00:00,5
E0063,E0042,Marketing,Operations,Junior,Junior,Chat,2024-03-21 20:00:00,1
E0070,E0011,Operations,Operations,Junior,Manager,Chat,2024-04-08 20:00:00,5
E0013,E0015,Marketing,Marketing,Manager,Manager,Chat,2024-04-17 18:00:00,5
E0151,E0155,Marketing,Sales,Junior,Junior,Chat,2024-03-27 05:00:00,4
E0061,E0098,Operations,Operations,Junior,Junior,Email,2024-03-09 23:00:00,1
E0137,E0031,Operations,IT,Junior,Junior,Chat,2024-04-17 22:00:00,6
E0028,E0049,Operations,Sales,Junior,Junior,Email,2024-03-11 12:00:00,3
E0144,E0058,Finance,Sales,Junior,Junior,Email,2024-04-29 15:00:00,2
E0131,E0137,HR,Operations,Junior,Junior,Email,2024-04-19 12:00:00,0
E0049,E0074,Sales,Marketing,Junior,Junior,Email,2024-03-07 08:00:00,2
E0105,E0089,Operations,Sales,Junior,Junior,Email,2024-04-11 12:00:00,3
E0045,E0151,Sales,Marketing,Junior,Junior,Email,2024-04-17 09:00:00,4
E0182,E0003,Operations,HR,Junior,VP,Email,2024-03-09 16:00:00,6
E0026,E0012,Finance,Operations,Junior,Manager,Email,2024-03-03 21:00:00,3
E0147,E0005,Marketing,Sales,Junior,Director,Chat,2024-04-25 15:00:00,0
E0155,E0156,Sales,Finance,Junior,Junior,Meeting,2024-04-29 08:00:00,4
E0171,E0181,Marketing,HR,Junior,Junior,Email,2024-04-14 17:00:00,1
E0143,E0140,Sales,Operations,Junior,Junior,Meeting,2024-03-30 20:00:00,2
E0034,E0005,Marketing,Sales,Junior,Director,Meeting,2024-03-28 16:00:00,5
E0054,E0132,Sales,Finance,Junior,Junior,Meeting,2024-03-20 11:00:00,2
E0064,E0067,HR,Marketing,Junior,Junior,Email,2024-04-21 02:00:00,3
E0038,E0021,HR,Finance,Junior,Manager,Chat,2024-03-27 08:00:00,5
E0022,E0008,Marketing,Finance,Manager,Manager,Email,2024-04-03 04:00:00,1
E0189,E0088,R&D,IT,Junior,Junior,Chat,2024-04-04 00:00:00,4
E0185,E0146,Operations,Operations,Junior,Junior,Chat,2024-04-18 15:00:00,8
E0182,E0129,Operations,IT,Junior,Junior,Chat,2024-04-21 09:00:00,3
E0023,E0055,Marketing,R&D,Junior,Junior,Email,2024-04-05 11:00:00,3
E0124,E0130,Finance,Sales,Junior,Junior,Meeting,2024-03-28 12:00:00,1
E0164,E0056,HR,Sales,Junior,Junior,Meeting,2024-04-17 20:00:00,1
E0013,E0015,Marketing,Marketing,Manager,Manager,Email,2024-03-17 02:00:00,3
E0092,E0151,R&D,Marketing,Junior,Junior,Email,2024-04-03 19:00:00,0
E0128,E0109,Sales,Finance,Junior,Junior,Meeting,2024-03-18 09:00:00,2
E0136,E0027,Finance,Operations,Junior,Junior,Meeting,2024-04-21 08:00:00,2
E0007,E0004,Finance,Operations,Director,Director,Email,2024-03-09 09:00:00,4
E0163,E0196,R&D,IT,Junior,Junior,Chat,2024-04-09 14:00:00,3
E0150,E0103,Operations,HR,Junior,Junior,Meeting,2024-04-01 06:00:00,1
E0038,E0161,HR,R&D,Junior,Junior,Email,2024-03-04 17:00:00,3
E0117,E0102,Finance,Operations,Junior,Junior,Email,2024-03-19 08:00:00,2
E0106,E0038,Finance,HR,Junior,Junior,Chat,2024-04-16 00:00:00,4
E0055,E0112,R&D,IT,Junior,Junior,Email,2024-03-01 15:00:00,2
E0073,E0104,Sales,Marketing,Junior,Junior,Chat,2024-03-20 15:00:00,1
E0066,E0007,HR,Finance,Junior,Director,Chat,2024-04-14 01:00:00,5
E0162,E0098,HR,Operations,Junior,Junior,Email,2024-03-04 08:00:00,4
E0014,E0042,HR,Operations,Manager,Junior,Meeting,2024-03-31 05:00:00,5
E0153,E0034,Marketing,Marketing,Junior,Junior,Chat,2024-04-22 12:00:00,1
E0018,E0040,HR,R&D,Manager,Junior,Meeting,2024-03-16 12:00:00,2
E0136,E0125,Finance,R&D,Junior,Junior,Chat,2024-03-16 23:00:00,1
E0019,E0105,HR,Operations,Manager,Junior,Chat,2024-04-17 03:00:00,8
E0150,E0017,Operations,HR,Junior,Manager,Email,2024-03-31 12:00:00,3
